,Name,Genre,Year,Imdb Rating,Director,Votes,Gross,malesRating,malesCount,femalesRating,femalesCount
2534,Tumbbad,Horror,2018,8.2,Rahi Anil Barve,42472,76.86,8.1,20435,7.5,1403
2535,Kimetsu no Yaiba: Mugen Ressha-Hen,Horror,2020,8.2,Haruo Sotozaki,53509,47.7,8.0,18188,8.2,2402
2536,The Thing,Horror,1982,8.2,John Carpenter,412021,13.78,8.2,269056,7.8,31841
2537,Harry Potter and the Deathly Hallows: Part 2,Horror,2011,8.1,David Yates,851819,381.01,8.0,451357,8.5,149573
2538,The Exorcist,Horror,1973,8.1,William Friedkin,395069,232.91,8.1,245076,7.8,52331
2539,Les diaboliques,Horror,1955,8.1,Henri-Georges Clouzot,65474,1.09,8.1,42242,8.1,7342
2540,The Blue Elephant,Horror,2014,8.0,Marwan Hamed,28318,76.86,7.9,18827,7.7,2052
2541,Rosemary's Baby,Horror,1968,8.0,Roman Polanski,211989,76.86,8.0,125888,7.9,35211
2542,What Ever Happened to Baby Jane?,Horror,1962,8.0,Robert Aldrich,55382,4.05,7.9,31234,8.2,11046
2543,Das Cabinet des Dr. Caligari,Horror,1920,8.0,Robert Wiene,62930,76.86,8.0,39215,8.1,8302
2544,Låt den rätte komma in,Horror,2008,7.9,Tomas Alfredson,215205,2.12,7.9,145750,7.8,33662
2545,Shaun of the Dead,Horror,2004,7.9,Edgar Wright,548767,13.54,7.9,352325,7.9,63589
2546,King Kong,Horror,1933,7.9,Merian C. Cooper,84875,10.0,7.9,57352,7.5,7227
2547,Freaks,Horror,1932,7.9,Tod Browning,46043,76.86,7.8,29209,7.9,6453
2548,Nosferatu,Horror,1922,7.9,F.W. Murnau,95906,76.86,7.9,60945,7.9,12520
2549,Ang-ma-reul bo-at-da,Horror,2010,7.8,Jee-woon Kim,127145,0.13,7.8,85254,7.6,11536
2550,Predator,Horror,1987,7.8,John McTiernan,402506,59.74,7.9,282640,7.3,21244
2551,Dawn of the Dead,Horror,1978,7.8,George A. Romero,119328,5.1,7.9,83082,7.5,8957
2552,Night of the Living Dead,Horror,1968,7.8,George A. Romero,126496,0.09,7.8,83397,7.7,11871
2553,The Innocents,Horror,1961,7.8,Jack Clayton,30094,2.62,7.8,19302,7.7,4419
2554,Bride of Frankenstein,Horror,1935,7.8,James Whale,47690,4.36,7.8,31450,7.6,4836
2555,Frankenstein,Horror,1931,7.8,James Whale,71390,76.86,7.8,46845,7.7,7433
2556,Get Out,Horror,2017,7.7,Jordan Peele,565862,176.04,7.7,290635,7.7,73778
2557,Evil Dead II,Horror,1987,7.7,Sam Raimi,161854,5.92,7.7,109099,7.4,11710
2558,Halloween,Horror,1978,7.7,John Carpenter,267309,47.0,7.7,159466,7.5,28904
2559,Invasion of the Body Snatchers,Horror,1956,7.7,Don Siegel,49296,76.86,7.7,33052,7.6,4686
2560,Busanhaeng,Horror,2016,7.6,Sang-ho Yeon,211177,2.13,7.5,114253,7.8,23094
2561,What We Do in the Shadows,Horror,2014,7.6,Jemaine Clement,179522,3.33,7.5,101208,7.9,28539
2562,La piel que habito,Horror,2011,7.6,Pedro Almodóvar,150787,3.19,7.6,89152,7.8,32388
2563,Zombieland,Horror,2009,7.6,Ruben Fleischer,565102,75.59,7.6,359091,7.6,67034
2564,Saw,Horror,2004,7.6,James Wan,412512,56.0,7.6,264429,7.5,48714
2565,The Others,Horror,2001,7.6,Alejandro Amenábar,360687,96.52,7.6,206165,7.8,69288
2566,Vampire Hunter D: Bloodlust,Horror,2000,7.6,Jack Fletcher,31788,0.15,7.6,21771,7.8,3369
2567,American Psycho,Horror,2000,7.6,Mary Harron,577945,15.07,7.6,335189,7.5,70410
2568,The Fly,Horror,1986,7.6,David Cronenberg,177928,40.46,7.6,118703,7.3,17116
2569,Repulsion,Horror,1965,7.6,Roman Polanski,52828,76.86,7.6,34133,7.6,6900
2570,The Birds,Horror,1963,7.6,Alfred Hitchcock,186068,11.4,7.6,110884,7.7,27421
2571,Peeping Tom,Horror,1960,7.6,Michael Powell,34998,0.08,7.6,23672,7.5,3642
2572,Les yeux sans visage,Horror,1960,7.6,Georges Franju,31279,0.05,7.6,20159,7.6,3760
2573,The Invisible Man,Horror,1933,7.6,James Whale,34616,76.86,7.6,22883,7.5,3149
2574,Stree,Horror,2018,7.5,Amar Kaushik,33362,76.86,7.5,17716,7.4,1723
2575,A Quiet Place,Horror,2018,7.5,John Krasinski,510366,188.02,7.4,254933,7.6,64564
2576,Tucker and Dale vs Evil,Horror,2010,7.5,Eli Craig,177231,0.22,7.5,125321,7.6,18581
2577,The Conjuring,Horror,2013,7.5,James Wan,493906,137.4,7.5,274897,7.5,75175
2578,Grindhouse,Horror,2007,7.5,Robert Rodriguez,183999,25.04,7.5,135496,7.7,17291
2579,28 Days Later...,Horror,2002,7.5,Danny Boyle,406664,45.06,7.5,265576,7.6,46835
2580,Interview with the Vampire: The Vampire Chronicles,Horror,1994,7.5,Neil Jordan,316488,105.26,7.4,177566,7.8,67552
2581,The Crow,Horror,1994,7.5,Alex Proyas,181162,50.69,7.5,117016,7.8,22475
2582,Braindead,Horror,1992,7.5,Peter Jackson,96679,0.24,7.5,68433,7.2,7562
2583,An American Werewolf in London,Horror,1981,7.5,John Landis,104531,30.57,7.5,67939,7.4,10062
2584,The Omen,Horror,1976,7.5,Richard Donner,117170,4.27,7.5,74660,7.5,15011
2585,Profondo rosso,Horror,1975,7.5,Dario Argento,37471,76.86,7.5,24927,7.3,3758
2586,The Wicker Man,Horror,1973,7.5,Robin Hardy,79878,0.06,7.5,51607,7.3,9129
2587,Gojira,Horror,1954,7.5,Ishirô Honda,33524,2.42,7.5,22520,7.4,2283
2588,The Lighthouse,Horror,2019,7.4,Robert Eggers,205486,0.43,7.3,107519,7.0,16405
2589,Gokseong,Horror,2016,7.4,Na Hong-jin,65900,76.86,7.4,39448,7.2,6283
2590,[Rec],Horror,2007,7.4,Jaume Balagueró,177442,76.86,7.4,120073,7.2,21663
2591,Bhool Bhulaiyaa,Horror,2007,7.4,Priyadarshan,27182,1.07,7.2,14400,7.2,1304
2592,El orfanato,Horror,2007,7.4,J.A. Bayona,154613,7.16,7.4,95813,7.6,30790
2593,El espinazo del diablo,Horror,2001,7.4,Guillermo del Toro,65609,0.75,7.4,43728,7.5,9235
2594,Tesis,Horror,1996,7.4,Alejandro Amenábar,38652,76.86,7.4,25057,7.5,5341
2595,Army of Darkness,Horror,1992,7.4,Sam Raimi,175690,11.5,7.4,119785,7.3,12012
2596,Dracula,Horror,1992,7.4,Francis Ford Coppola,213357,82.52,7.3,126446,7.5,34212
2597,Jacob's Ladder,Horror,1990,7.4,Adrian Lyne,107008,26.12,7.4,72137,7.4,10947
2598,A Nightmare on Elm Street,Horror,1984,7.4,Wes Craven,232794,25.5,7.4,139063,7.4,30538
2599,The Evil Dead,Horror,1981,7.4,Sam Raimi,205783,2.4,7.4,135165,7.1,18159
2600,Nosferatu: Phantom der Nacht,Horror,1979,7.4,Werner Herzog,35851,76.86,7.4,24170,7.5,3577
2601,Invasion of the Body Snatchers,Horror,1978,7.4,Philip Kaufman,59479,24.95,7.4,40317,7.3,5296
2602,Carrie,Horror,1976,7.4,Brian De Palma,183688,33.8,7.4,106104,7.5,32063
2603,The Rocky Horror Picture Show,Horror,1975,7.4,Jim Sharman,148583,139.88,7.1,73201,7.9,35727
2604,The Texas Chain Saw Massacre,Horror,1974,7.4,Tobe Hooper,157740,30.86,7.5,98531,7.1,15021
2605,The Haunting,Horror,1963,7.4,Robert Wise,39105,2.62,7.4,24899,7.5,5710
2606,Dracula,Horror,1931,7.4,Tod Browning,51616,76.86,7.4,33151,7.5,5833
2607,Hereditary,Horror,2018,7.3,Ari Aster,296320,44.07,7.3,149021,7.0,37460
2608,Doctor Sleep,Horror,2019,7.3,Mike Flanagan,185577,76.86,7.3,99785,7.3,21340
2609,Split,Horror,2016,7.3,M. Night Shyamalan,478931,138.29,7.3,246941,7.4,68363
2610,The Conjuring 2,Horror,2016,7.3,James Wan,262531,102.47,7.3,137700,7.3,32526
2611,Bacurau,Horror,2019,7.3,Juliano Dornelles,26791,76.86,7.3,16581,7.6,2561
2612,It,Horror,2017,7.3,Andy Muschietti,520910,327.48,7.3,262928,7.3,64593
2613,Sweeney Todd: The Demon Barber of Fleet Street,Horror,2007,7.3,Tim Burton,364568,52.9,7.3,201996,7.6,86611
2614,Dawn of the Dead,Horror,2004,7.3,Zack Snyder,252768,59.02,7.3,173934,7.2,24226
2615,Sleepy Hollow,Horror,1999,7.3,Tim Burton,354792,101.07,7.3,204051,7.5,65221
2616,Pi,Horror,1998,7.3,Darren Aronofsky,177477,3.22,7.3,122910,7.3,17232
2617,Scream,Horror,1996,7.3,Wes Craven,333397,103.05,7.3,190190,7.4,46774
2618,Angel Heart,Horror,1987,7.3,Alan Parker,87457,17.19,7.3,60279,7.1,7937
2619,The Return of the Living Dead,Horror,1985,7.3,Dan O'Bannon,60421,14.24,7.3,41332,7.1,5322
2620,Gremlins,Horror,1984,7.3,Joe Dante,219748,148.17,7.3,134744,7.2,27497
2621,Poltergeist,Horror,1982,7.3,Tobe Hooper,159320,76.61,7.3,96068,7.4,22343
2622,Possession,Horror,1981,7.3,Andrzej Zulawski,31310,1.11,7.3,19898,7.1,3583
2623,Suspiria,Horror,1977,7.3,Dario Argento,91633,76.86,7.3,56372,7.2,11248
2624,Hausu,Horror,1977,7.3,Nobuhiko Ôbayashi,26832,76.86,7.2,16858,7.2,2529
2625,Eraserhead,Horror,1977,7.3,David Lynch,114294,7.0,7.3,71813,7.2,11314
2626,Doctor Strange in the Multiverse of Madness,Horror,2022,7.2,Sam Raimi,239793,76.86,7.1,98165,7.3,15628
2627,A Quiet Place Part II,Horror,2020,7.2,John Krasinski,212738,160.07,7.1,105070,7.4,19188
2628,Mientras duermes,Horror,2011,7.2,Jaume Balagueró,42460,76.86,7.2,27052,7.2,6624
2629,10 Cloverfield Lane,Horror,2016,7.2,Dan Trachtenberg,318968,72.08,7.2,194404,7.0,33161
2630,An American Crime,Horror,2007,7.2,Tommy O'Haver,34641,76.86,7.2,19442,7.5,9071
2631,The Descent,Horror,2005,7.2,Neil Marshall,220076,26.02,7.2,141337,7.2,28886
2632,Ringu,Horror,1998,7.2,Hideo Nakata,69391,76.86,7.2,44431,7.2,9217
2633,Cube,Horror,1997,7.2,Vincenzo Natali,227900,0.5,7.2,149860,7.1,25601
2634,From Dusk Till Dawn,Horror,1996,7.2,Robert Rodriguez,309321,25.75,7.2,201798,7.2,29462
2635,Twin Peaks: Fire Walk with Me,Horror,1992,7.2,David Lynch,95856,4.16,7.2,58984,7.3,12700
2636,They Live,Horror,1988,7.2,John Carpenter,127249,13.01,7.2,87557,7.1,8389
2637,Dead Ringers,Horror,1988,7.2,David Cronenberg,46533,9.13,7.2,30333,7.2,5187
2638,The Lost Boys,Horror,1987,7.2,Joel Schumacher,139691,32.22,7.1,80504,7.6,23925
2639,Re-Animator,Horror,1985,7.2,Stuart Gordon,63493,2.02,7.2,43301,6.9,4952
2640,Videodrome,Horror,1983,7.2,David Cronenberg,91878,2.12,7.2,63008,7.0,7551
2641,The Dead Zone,Horror,1983,7.2,David Cronenberg,69213,20.77,7.2,46291,7.1,6501
2642,The Changeling,Horror,1980,7.2,Peter Medak,34442,76.86,7.2,22293,7.2,4670
2643,Don't Look Now,Horror,1973,7.2,Nicolas Roeg,55290,0.98,7.2,36343,6.9,6462
2644,The Wolf Man,Horror,1941,7.2,George Waggner,26790,76.86,7.2,18062,7.2,2277
2645,Last Night in Soho,Horror,2021,7.1,Edgar Wright,108114,76.86,7.0,54436,7.2,9907
2646,Midsommar,Horror,2019,7.1,Ari Aster,292457,27.33,7.0,136953,7.0,35483
2647,Don't Breathe,Horror,2016,7.1,Fede Alvarez,267323,89.22,7.1,146936,7.0,30332
2648,Bone Tomahawk,Horror,2015,7.1,S. Craig Zahler,99238,76.86,7.1,67806,6.9,5731
2649,Let Me In,Horror,2010,7.1,Matt Reeves,120853,12.13,7.2,80103,6.8,19762
2650,Planet Terror,Horror,2007,7.1,Robert Rodriguez,209409,76.86,7.1,152721,7.1,17972
2651,Kol,Horror,2020,7.1,Chung-Hyun Lee,30424,76.86,7.0,13841,7.2,3917
2652,The Invisible Man,Horror,2020,7.1,Leigh Whannell,219472,70.41,7.0,114169,7.2,26146
2653,Bhoot Police,Horror,2021,7.1,Pawan Kripalani,26198,76.86,5.7,3251,5.9,209
2654,The Mist,Horror,2007,7.1,Frank Darabont,301714,25.59,7.2,203642,6.9,35238
2655,Bakjwi,Horror,2009,7.1,Park Chan-wook,46404,0.3,7.1,31889,7.0,5761
2656,Gwoemul,Horror,2006,7.1,Bong Joon Ho,119627,2.2,7.0,80360,7.1,10878
2657,"Janghwa, Hongryeon",Horror,2003,7.1,Jee-woon Kim,61718,76.86,7.1,37282,7.3,11493
2658,The Ring,Horror,2002,7.1,Gore Verbinski,343832,129.13,7.1,202507,7.1,54578
2659,Ôdishon,Horror,1999,7.1,Takashi Miike,80160,76.86,7.1,52504,6.9,9850
2660,Pitch Black,Horror,2000,7.1,David Twohy,237618,39.24,7.0,168098,7.2,21174
2661,Blade,Horror,1998,7.1,Stephen Norrington,268914,70.09,7.1,180956,7.0,23467
2662,The Frighteners,Horror,1996,7.1,Peter Jackson,87796,16.76,7.1,59392,7.1,9528
2663,In the Mouth of Madness,Horror,1994,7.1,John Carpenter,68606,8.95,7.1,46904,6.9,6004
2664,Tremors,Horror,1990,7.1,Ron Underwood,136135,16.67,7.1,90600,7.1,13257
2665,Little Shop of Horrors,Horror,1986,7.1,Frank Oz,74843,38.75,7.0,42819,7.3,12085
2666,Day of the Dead,Horror,1985,7.1,George A. Romero,68545,5.8,7.1,48528,6.9,4379
2667,Black Christmas,Horror,1974,7.1,Bob Clark,40172,4.05,7.1,25317,7.1,4906
2668,Dance of the Vampires,Horror,1967,7.1,Roman Polanski,31597,76.86,7.0,21135,7.3,3392
2669,The Thing from Another World,Horror,1951,7.1,Christian Nyby,29789,76.86,7.1,20589,7.0,2472
2670,El hoyo,Horror,2019,7.0,Galder Gaztelu-Urrutia,211143,76.86,6.9,107660,7.0,20883
2671,Thelma,Horror,2017,7.0,Joachim Trier,31698,0.15,6.9,18184,7.1,5480
2672,The Killing of a Sacred Deer,Horror,2017,7.0,Yorgos Lanthimos,149705,2.29,7.0,80531,6.8,21504
2673,Grave,Horror,2016,7.0,Julia Ducournau,75340,0.51,6.9,42853,6.9,9179
2674,Green Room,Horror,2015,7.0,Jeremy Saulnier,120866,3.22,7.0,76782,6.6,10883
2675,The Cabin in the Woods,Horror,2011,7.0,Drew Goddard,409406,42.07,7.0,253418,6.8,60755
2676,Orphan,Horror,2009,7.0,Jaume Collet-Serra,213656,41.6,7.0,116343,7.1,45606
2677,Cloverfield,Horror,2008,7.0,Matt Reeves,394269,80.05,7.0,275431,6.7,37968
2678,Martyrs,Horror,2008,7.0,Pascal Laugier,92576,76.86,7.0,59293,7.2,12941
2679,Hotel Transylvania,Horror,2012,7.0,Genndy Tartakovsky,250327,148.31,6.9,128521,7.4,53648
2680,World War Z,Horror,2013,7.0,Marc Forster,651859,202.36,6.9,409418,7.1,75046
2681,Shutter,Horror,2004,7.0,Banjong Pisanthanakun,44613,76.86,7.0,28248,7.1,8167
2682,Hellboy II: The Golden Army,Horror,2008,7.0,Guillermo del Toro,269097,75.75,7.0,191432,7.1,24707
2683,Constantine,Horror,2005,7.0,Francis Lawrence,336908,75.98,6.9,213304,7.2,45975
2684,Le pacte des loups,Horror,2001,7.0,Christophe Gans,66441,11.26,7.0,45120,7.0,6073
2685,Henry: Portrait of a Serial Killer,Horror,1986,7.0,John McNaughton,35976,0.61,7.0,24442,6.6,3298
2686,Fright Night,Horror,1985,7.0,Tom Holland,68948,24.92,7.0,44246,7.1,8380
2687,The Mummy,Horror,1932,7.0,Karl Freund,26395,76.86,7.0,17596,7.2,2524
2688,Climax,Horror,2018,6.9,Gaspar Noé,66140,0.8,6.9,35903,6.9,6975
2689,The VVitch: A New-England Folktale,Horror,2015,6.9,Robert Eggers,248726,25.14,6.9,135803,6.5,29442
2690,A Girl Walks Home Alone at Night,Horror,2014,6.9,Ana Lily Amirpour,35047,76.86,6.9,21619,7.2,5793
2691,Trolljegeren,Horror,2010,6.9,André Øvredal,73683,0.25,6.9,54650,6.9,6799
2692,Frankenweenie,Horror,2012,6.9,Tim Burton,106237,35.29,6.9,60135,7.2,22373
2693,28 Weeks Later,Horror,2007,6.9,Juan Carlos Fresnadillo,273461,28.64,6.9,190044,6.9,29583
2694,Bubba Ho-Tep,Horror,2002,6.9,Don Coscarelli,48561,2.0,6.9,34524,6.8,3453
2695,Shadow of the Vampire,Horror,2000,6.9,E. Elias Merhige,41888,8.29,6.8,27717,6.9,4584
2696,Stir of Echoes,Horror,1999,6.9,David Koepp,81086,21.13,6.9,51093,7.1,12429
2697,Ravenous,Horror,1999,6.9,Antonia Bird,39668,2.06,6.9,26943,7.0,4018
2698,Hocus Pocus,Horror,1993,6.9,Kenny Ortega,120641,39.51,6.5,48832,7.5,36140
2699,Near Dark,Horror,1987,6.9,Kathryn Bigelow,38887,3.37,6.9,26884,6.9,3501
2700,The Monster Squad,Horror,1987,6.9,Fred Dekker,32211,3.77,6.9,21899,7.2,3115
2701,Hellraiser,Horror,1987,6.9,Clive Barker,118564,14.56,6.9,76588,6.9,12754
2702,Creature from the Black Lagoon,Horror,1954,6.9,Jack Arnold,30018,1.3,6.9,19991,6.8,2426
2703,Ready or Not,Horror,2019,6.8,Matt Bettinelli-Olpin,142970,28.71,6.8,74575,7.0,17925
2704,Us,Horror,2019,6.8,Jordan Peele,277859,175.08,6.8,140479,6.9,33338
2705,I See You,Horror,2019,6.8,Adam Randall,48022,76.86,6.7,24767,6.9,7275
2706,Under the Shadow,Horror,2016,6.8,Babak Anvari,27320,0.03,6.8,17218,6.8,3491
2707,Shin Gojira,Horror,2016,6.8,Hideaki Anno,27485,1.92,6.7,17344,6.7,1307
2708,The House That Jack Built,Horror,2018,6.8,Lars von Trier,73788,0.09,6.7,41736,6.5,7947
2709,The Autopsy of Jane Doe,Horror,2016,6.8,André Øvredal,114363,76.86,6.7,63191,6.7,16910
2710,It Follows,Horror,2014,6.8,David Robert Mitchell,235118,14.67,6.9,138057,6.4,30181
2711,Annihilation,Horror,2018,6.8,Alex Garland,316822,32.73,6.8,183802,6.8,35896
2712,The Babadook,Horror,2014,6.8,Jennifer Kent,218590,0.92,6.8,124576,6.6,31911
2713,Sinister,Horror,2012,6.8,Scott Derrickson,245225,48.09,6.7,139697,6.8,39210
2714,Eliza Graves,Horror,2014,6.8,Brad Anderson,56350,76.86,6.7,33528,6.9,10892
2715,Odd Thomas,Horror,2013,6.8,Stephen Sommers,52940,76.86,6.7,33466,7.0,8799
2716,Insidious,Horror,2010,6.8,James Wan,302412,54.01,6.8,174770,6.9,50932
2717,Warm Bodies,Horror,2013,6.8,Jonathan Levine,230114,66.38,6.7,124947,7.1,58630
2718,1408,Horror,2007,6.8,Mikael Håfström,270498,71.99,6.8,177627,6.8,39072
2719,Dog Soldiers,Horror,2002,6.8,Neil Marshall,59723,76.86,6.7,42103,6.8,4841
2720,Ginger Snaps,Horror,2000,6.8,John Fawcett,46759,0.0,6.7,27012,7.0,9317
2721,Hellboy,Horror,2004,6.8,Guillermo del Toro,324926,59.62,6.8,221488,6.8,31390
2722,eXistenZ,Horror,1999,6.8,David Cronenberg,99815,2.84,6.8,68381,6.7,9192
2723,From Hell,Horror,2001,6.8,Albert Hughes,154519,31.6,6.7,95004,6.9,26765
2724,The Witches,Horror,1990,6.8,Nicolas Roeg,49295,10.36,6.8,25854,7.1,10569
2725,Night of the Living Dead,Horror,1990,6.8,Tom Savini,42017,5.84,6.8,29607,6.7,3623
2726,Dead Calm,Horror,1989,6.8,Phillip Noyce,40328,7.83,6.8,25770,6.7,4940
2727,Creepshow,Horror,1982,6.8,George A. Romero,47080,21.03,6.7,30709,6.9,4690
2728,The Fog,Horror,1980,6.8,John Carpenter,72905,21.38,6.8,48987,6.6,6435
2729,Altered States,Horror,1980,6.8,Ken Russell,35224,19.85,6.9,24146,6.7,3209
2730,Zombi 2,Horror,1979,6.8,Lucio Fulci,27836,76.86,6.8,20009,6.5,1764
2731,The Brood,Horror,1979,6.8,David Cronenberg,29892,76.86,6.8,20635,6.7,2520
2732,House on Haunted Hill,Horror,1959,6.8,William Castle,27037,76.86,6.7,16671,7.0,3983
2733,Fear Street: 1978,Horror,2021,6.7,Leigh Janiak,59528,76.86,6.6,28249,6.9,6702
2734,Saint Maud,Horror,2019,6.7,Rose Glass,33955,76.86,6.7,19076,6.5,3594
2735,Summer of 84,Horror,2018,6.7,François Simard,39855,0.09,6.6,23862,6.7,4662
2736,Turbo Kid,Horror,2015,6.7,François Simard,28079,0.05,6.6,20565,6.8,1760
2737,Housebound,Horror,2014,6.7,Gerard Johnstone,34459,76.86,6.7,21782,6.9,6093
2738,Spring,Horror,2014,6.7,Justin Benson,28111,0.05,6.7,18857,6.5,3335
2739,"Ich seh, Ich seh",Horror,2014,6.7,Severin Fiala,51491,1.17,6.7,29754,6.7,8079
2740,The Call,Horror,2013,6.7,Brad Anderson,121476,51.87,6.6,72056,7.1,24070
2741,Zombieland: Double Tap,Horror,2019,6.7,Ruben Fleischer,174273,73.12,6.6,100503,6.8,14941
2742,Los ojos de Julia,Horror,2010,6.7,Guillem Morales,35213,76.86,6.6,21407,6.7,6954
2743,Fresh,Horror,2022,6.7,Mimi Cave,41607,76.86,6.6,16666,6.9,6307
2744,Pandorum,Horror,2009,6.7,Christian Alvart,150621,10.33,6.7,112017,6.6,13869
2745,Suspiria,Horror,2018,6.7,Luca Guadagnino,74689,2.47,6.6,40530,6.5,9458
2746,Eden Lake,Horror,2008,6.7,James Watkins,84064,0.01,6.8,55675,6.6,11761
2747,Trick 'r Treat,Horror,2007,6.7,Michael Dougherty,90758,76.86,6.7,58012,6.6,14539
2748,À l'intérieur,Horror,2007,6.7,Alexandre Bustillo,40738,76.86,6.7,27744,6.6,5199
2749,Fido,Horror,2006,6.7,Andrew Currie,29216,0.3,6.6,20690,7.0,4048
2750,The Exorcism of Emily Rose,Horror,2005,6.7,Scott Derrickson,128580,75.07,6.7,79131,6.7,22744
2751,The Devil's Rejects,Horror,2005,6.7,Rob Zombie,99300,17.04,6.7,67536,6.7,11447
2752,Where the Wild Things Are,Horror,2009,6.7,Spike Jonze,104744,77.23,6.7,68455,6.7,19086
2753,Ju-on,Horror,2002,6.7,Takashi Shimizu,44282,0.33,6.6,27803,6.7,7103
2754,Haute tension,Horror,2003,6.7,Alexandre Aja,71862,3.68,6.7,48682,6.8,9045
2755,Gin gwai,Horror,2002,6.7,Danny Pang,29064,0.5,6.6,18455,6.7,4809
2756,Honogurai mizu no soko kara,Horror,2002,6.7,Hideo Nakata,32338,76.86,6.7,19869,6.7,5659
2757,The Gift,Horror,2000,6.7,Sam Raimi,68680,12.01,6.6,39352,6.9,12511
2758,Final Destination,Horror,2000,6.7,James Wong,250151,53.33,6.7,155657,6.8,35360
2759,Blade II,Horror,2002,6.7,Guillermo del Toro,215619,82.35,6.7,148754,6.5,17244
2760,Cronos,Horror,1993,6.7,Guillermo del Toro,30148,0.62,6.6,21367,6.7,2761
2761,Candyman,Horror,1992,6.7,Bernard Rose,89359,25.79,6.7,54609,6.7,11834
2762,Return to Oz,Horror,1985,6.7,Walter Murch,27210,76.86,6.6,15719,7.1,5511
2763,Phenomena,Horror,1985,6.7,Dario Argento,26401,76.86,6.7,17864,6.6,2538
2764,Christine,Horror,1983,6.7,John Carpenter,81712,21.2,6.7,52444,6.6,9217
2765,Scanners,Horror,1981,6.7,David Cronenberg,54562,14.23,6.7,38366,6.6,3596
2766,Fear Street: 1666,Horror,2021,6.6,Leigh Janiak,49336,76.86,6.5,23565,6.8,5571
2767,Glass,Horror,2019,6.6,M. Night Shyamalan,236994,111.05,6.6,132250,6.8,26375
2768,Marrowbone,Horror,2017,6.6,Sergio G. Sánchez,30771,0.0,6.5,15860,6.9,5778
2769,Life,Horror,2017,6.6,Daniel Espinosa,226441,30.23,6.6,139650,6.5,24465
2770,Happy Death Day,Horror,2017,6.6,Christopher Landon,137184,55.68,6.5,72196,6.7,19068
2771,Mother!,Horror,2017,6.6,Darren Aronofsky,219249,17.8,6.6,116291,6.3,34582
2772,Hush,Horror,2016,6.6,Mike Flanagan,128248,76.86,6.5,62918,6.7,19416
2773,The Girl with All the Gifts,Horror,2016,6.6,Colm McCarthy,59388,76.86,6.6,37075,6.7,8392
2774,Overlord,Horror,2018,6.6,Julius Avery,97545,21.7,6.6,62843,6.6,6051
2775,Bird Box,Horror,2018,6.6,Susanne Bier,328485,76.86,6.5,160045,7.0,49296
2776,Hotel Transylvania 2,Horror,2015,6.6,Genndy Tartakovsky,124743,169.7,6.5,60020,7.0,23656
2777,The Invitation,Horror,2015,6.6,Karyn Kusama,106262,0.23,6.6,60331,6.4,15764
2778,Rare Exports,Horror,2010,6.6,Jalmari Helander,28899,0.26,6.6,20928,6.9,3517
2779,X,Horror,2022,6.6,Ti West,47980,76.86,6.6,25427,6.4,3297
2780,The Loved Ones,Horror,2009,6.6,Sean Byrne,40683,76.86,6.6,26235,6.6,6999
2781,Whiplash,Music,2014,8.5,Damien Chazelle,816939,13.09,8.5,436877,8.3,100105
2782,The Pianist,Music,2002,8.5,Roman Polanski,809649,32.57,8.5,449991,8.7,118420
2783,Coco,Music,2017,8.4,Lee Unkrich,482539,209.73,8.3,220385,8.6,68637
2784,Amadeus,Music,1984,8.4,Milos Forman,394962,51.97,8.3,229672,8.4,58691
2785,Andhadhun,Music,2018,8.2,Sriram Raghavan,89928,1.37,8.1,47379,7.9,5128
2786,Green Book,Music,2018,8.2,Peter Farrelly,468738,85.08,8.2,234261,8.4,57189
2787,Some Like It Hot,Music,1959,8.2,Billy Wilder,263234,25.0,8.2,141262,8.4,50888
2788,Ba wang bie ji,Music,1993,8.1,Kaige Chen,28511,5.22,7.9,15068,8.3,4921
2789,Höstsonaten,Music,1978,8.1,Ingmar Bergman,33922,76.86,8.1,20287,8.3,4766
2790,The Red Shoes,Music,1948,8.1,Michael Powell,34681,10.9,8.1,20978,8.1,6040
2791,La La Land,Music,2016,8.0,Damien Chazelle,568933,151.1,8.0,265066,7.8,97570
2792,Soul,Music,2020,8.0,Pete Docter,312880,76.86,8.0,138440,8.1,35128
2793,Okuribito,Music,2008,8.0,Yôjirô Takita,51847,1.5,8.0,34410,8.1,8400
2794,CODA,Music,2021,8.0,Sian Heder,114480,76.86,8.0,53867,8.1,12374
2795,La leggenda del pianista sull'oceano,Music,1998,8.0,Giuseppe Tornatore,63754,0.26,7.9,37969,8.3,10420
2796,Pink Floyd: The Wall,Music,1982,8.0,Alan Parker,80477,22.24,7.9,52005,8.3,9504
2797,Sing Street,Music,2016,7.9,John Carney,92682,3.24,7.9,52222,7.9,13662
2798,Gully Boy,Music,2019,7.9,Zoya Akhtar,38569,5.57,7.9,19505,8.0,1869
2799,Bohemian Rhapsody,Music,2018,7.9,Bryan Singer,521118,216.43,7.8,250887,8.4,84671
2800,Almost Famous,Music,2000,7.9,Cameron Crowe,273153,32.53,7.9,160262,7.8,48359
2801,Trois couleurs: Bleu,Music,1993,7.9,Krzysztof Kieslowski,100568,1.32,7.8,59523,7.9,15743
2802,This Is Spinal Tap,Music,1984,7.9,Rob Reiner,138713,4.74,7.9,92853,7.8,13536
2803,The Blues Brothers,Music,1980,7.9,John Landis,196793,57.23,7.9,126556,7.8,18599
2804,Straight Outta Compton,Music,2015,7.8,F. Gary Gray,198467,161.2,7.8,123907,7.9,17875
