,Name,Genre,Year,Imdb Rating,Director,Votes,Gross,malesRating,malesCount,femalesRating,femalesCount
4018,Here Comes the Boom,Sport,2012,6.4,Frank Coraci,91129,45.29,6.4,63974,6.6,10147
4019,17 Again,Sport,2009,6.4,Burr Steers,198139,64.17,6.3,93695,6.6,58510
4020,The Longest Yard,Sport,2005,6.4,Peter Segal,177303,158.12,6.3,119738,6.5,16742
4021,Mean Machine,Sport,2001,6.4,Barry Skolnick,39512,0.09,6.4,29319,6.7,2679
4022,Hard Ball,Sport,2001,6.4,Brian Robbins,31399,40.22,6.3,20067,6.7,3810
4023,Tin Cup,Sport,1996,6.4,Ron Shelton,50085,53.85,6.4,33059,6.1,4715
4024,Little Giants,Sport,1994,6.4,Duwayne Dunham,28651,19.29,6.3,17957,6.9,3965
4025,Kickboxer,Sport,1989,6.4,Mark DiSalle,55425,14.7,6.4,40792,6.4,2335
4026,She's the Man,Sport,2006,6.3,Andy Fickman,157640,2.34,6.0,56880,6.8,61822
4027,Blades of Glory,Sport,2007,6.3,Josh Gordon,168044,118.59,6.3,109608,6.3,22534
4028,Stick It,Sport,2006,6.3,Jessica Bendinger,29046,26.87,6.0,11311,6.8,12200
4029,Wimbledon,Sport,2004,6.3,Richard Loncraine,64146,17.0,6.3,34937,6.5,17351
4030,Chalet Girl,Sport,2011,6.2,Phil Traill,25390,0.0,6.0,8559,6.5,11812
4031,Cars 2,Sport,2011,6.2,John Lasseter,183808,191.45,6.2,105654,6.4,21131
4032,The Karate Kid,Sport,2010,6.2,Harald Zwart,179967,176.59,6.1,112862,6.5,22441
4033,Two for the Money,Sport,2005,6.2,D.J. Caruso,45991,22.86,6.2,33964,6.3,3437
4034,Fever Pitch,Sport,2005,6.2,Bobby Farrelly,45228,42.07,6.2,25627,6.3,10464
4035,Angels in the Outfield,Sport,1994,6.2,William Dear,31988,50.24,6.1,19099,6.5,4946
4036,Lionheart,Sport,1990,6.2,Sheldon Lettich,36252,24.08,6.1,26857,6.1,1550
4037,The Cannonball Run,Sport,1981,6.2,Hal Needham,36290,72.18,6.2,25561,6.2,1936
4038,Death Race 2000,Sport,1975,6.2,Paul Bartel,27745,8.0,6.2,20274,6.1,1758
4039,Fired Up!,Sport,2009,6.1,Will Gluck,44099,17.23,6.0,29406,6.3,8087
4040,The Game Plan,Sport,2007,6.1,Andy Fickman,65798,90.65,6.0,37731,6.6,12663
4041,Undisputed,Sport,2002,6.1,Walter Hill,32330,12.4,6.1,24493,6.0,1417
4042,Bring It On,Sport,2000,6.1,Peyton Reed,95678,68.38,5.8,41872,6.6,29788
4043,The Waterboy,Sport,1998,6.1,Frank Coraci,162116,161.49,6.1,105464,6.0,16194
4044,The Karate Kid Part II,Sport,1986,6.1,John G. Avildsen,88559,115.1,6.0,55786,6.2,8420
4045,Speed Racer,Sport,2008,6.0,Lana Wachowski,73475,43.95,6.0,53331,6.2,6307
4046,Ice Princess,Sport,2005,6.0,Tim Fywell,27135,24.38,5.8,8557,6.1,12059
4047,Leatherheads,Sport,2008,6.0,George Clooney,32373,31.2,6.0,23086,6.1,4265
4048,D2: The Mighty Ducks,Sport,1994,6.0,Sam Weisman,40342,45.61,5.9,25901,6.5,4992
4049,Rookie of the Year,Sport,1993,6.0,Daniel Stern,28192,53.58,6.0,18199,6.3,2700
4050,Days of Thunder,Sport,1990,6.0,Tony Scott,87626,82.67,6.0,58177,5.9,8251
4051,The Fan,Sport,1996,5.9,Tony Scott,48482,18.57,5.9,34783,5.9,2839
4052,Semi-Pro,Sport,2008,5.8,Kent Alterman,82104,33.47,5.8,62152,5.4,4765
4053,Goal II: Living the Dream,Sport,2007,5.8,Jaume Collet-Serra,32756,76.86,5.8,24960,6.1,1802
4054,Nacho Libre,Sport,2006,5.8,Jared Hess,87197,80.2,5.8,59058,5.6,9004
4055,The Ringer,Sport,2005,5.8,Barry W. Blaustein,36901,35.42,5.7,25979,6.0,4377
4056,Over the Top,Sport,1987,5.8,Menahem Golan,54380,16.06,5.7,39534,6.1,2440
4057,Planes,Sport,2013,5.7,Klay Hall,45024,90.29,5.7,29441,5.9,5831
4058,Playing for Keeps,Sport,2012,5.7,Gabriele Muccino,30224,13.1,5.7,16611,5.7,8596
4059,Toofaan,Sport,2021,5.7,Rakeysh Omprakash Mehra,34496,76.86,4.8,6275,4.8,317
4060,Blue Crush,Sport,2002,5.7,John Stockwell,31391,40.39,5.5,16216,5.9,8446
4061,Kicking & Screaming,Sport,2005,5.6,Jesse Dylan,38219,52.58,5.5,25743,5.6,4120
4062,Major League II,Sport,1994,5.6,David S. Ward,26580,30.63,5.6,19205,5.6,1429
4063,Fighting,Sport,2009,5.5,Dito Montiel,33151,23.04,5.5,24449,5.6,3632
4064,The Benchwarmers,Sport,2006,5.5,Dennis Dugan,51082,59.84,5.5,34892,5.7,5377
4065,D3: The Mighty Ducks,Sport,1996,5.4,Robert Lieberman,26963,22.94,5.3,17343,6.1,3349
4066,Point Break,Sport,2015,5.3,Ericson Core,62570,28.78,5.2,39244,5.6,6993
4067,Balls of Fury,Sport,2007,5.3,Robert Ben Garant,42673,32.84,5.3,32244,5.2,3116
4068,Rocky V,Sport,1990,5.3,John G. Avildsen,136026,40.95,5.3,95839,5.7,5711
4069,Mr. Woodcock,Sport,2007,5.2,Craig Gillespie,36068,25.63,5.2,26858,5.0,3660
4070,Snow Dogs,Sport,2002,5.2,Brian Levant,26979,81.17,5.0,15814,5.7,5153
4071,The Karate Kid Part III,Sport,1989,5.2,John G. Avildsen,62045,38.96,5.2,39018,5.5,5041
4072,Tooth Fairy,Sport,2010,5.0,Michael Lembeck,46254,60.02,4.9,26336,5.5,8849
4073,Herbie Fully Loaded,Sport,2005,4.9,Angela Robinson,47731,66.02,4.8,26446,5.0,10805
4074,Driven,Sport,2001,4.6,Renny Harlin,41145,32.72,4.5,30267,5.1,2113
4075,The Next Karate Kid,Sport,1994,4.5,Christopher Cain,30357,8.91,4.4,19055,5.2,3636
4076,Space Jam: A New Legacy,Sport,2021,4.4,Malcolm D. Lee,69308,76.86,4.4,33450,4.9,4006
4077,The Love Guru,Sport,2008,3.8,Marco Schnabel,52721,32.24,3.8,37734,3.7,6258
4078,Spy Kids 4: All the Time in the World,Sport,2011,3.5,Robert Rodriguez,25350,38.54,3.4,14674,4.2,3678
4079,Rollerball,Sport,2002,3.1,John McTiernan,28239,18.99,3.1,20112,3.5,2253
4080,Aynabaji,Thriller,2016,9.0,Amitabh Reza Chowdhury,26047,76.86,8.8,13464,8.9,935
4081,The Dark Knight,Thriller,2008,9.0,Christopher Nolan,2573389,534.86,9.0,1480017,8.7,265210
4082,Inception,Thriller,2010,8.8,Christopher Nolan,2283069,292.58,8.8,1263370,8.7,294019
4083,Se7en,Thriller,1995,8.6,David Fincher,1597357,100.13,8.7,906130,8.5,191168
4084,The Silence of the Lambs,Thriller,1991,8.6,Jonathan Demme,1392892,130.74,8.6,770459,8.6,188564
4085,Kaithi,Thriller,2019,8.5,Lokesh Kanagaraj,25049,76.86,8.2,8767,8.1,271
4086,Gisaengchung,Thriller,2019,8.5,Bong Joon Ho,752968,53.37,8.5,340047,8.5,78680
4087,K.G.F: Chapter 2,Thriller,2022,8.5,Prashanth Neel,108923,76.86,7.9,17419,7.3,556
4088,The Prestige,Thriller,2006,8.5,Christopher Nolan,1300184,53.09,8.5,764251,8.4,159539
4089,The Departed,Thriller,2006,8.5,Martin Scorsese,1293248,132.38,8.5,796388,8.4,134113
4090,The Usual Suspects,Thriller,1995,8.5,Bryan Singer,1065020,23.34,8.5,659962,8.4,102749
4091,Léon,Thriller,1994,8.5,Luc Besson,1132535,19.5,8.5,667635,8.6,131644
4092,Psycho,Thriller,1960,8.5,Alfred Hitchcock,656541,32.0,8.5,369735,8.4,92494
4093,Rear Window,Thriller,1954,8.5,Alfred Hitchcock,482604,36.76,8.5,281455,8.5,64971
4094,Joker,Thriller,2019,8.4,Todd Phillips,1206084,335.45,8.3,552885,8.4,112024
4095,Drishyam 2,Thriller,2021,8.4,Jeethu Joseph,35228,76.86,8.2,12372,7.6,683
4096,The Lives of Others,Thriller,2006,8.4,Florian Henckel von Donnersmarck,384542,11.29,8.4,242667,8.6,51415
4097,Oldeuboi,Thriller,2003,8.4,Park Chan-wook,565011,0.71,8.4,360158,8.2,54669
4098,Memento,Thriller,2000,8.4,Christopher Nolan,1212130,25.54,8.5,730465,8.2,141176
4099,Idi i smotri,Thriller,1985,8.4,Elem Klimov,75914,76.86,8.3,46408,8.3,5595
4100,Aliens,Thriller,1986,8.4,James Cameron,702731,85.16,8.4,453245,8.1,58239
4101,Tengoku to jigoku,Thriller,1963,8.4,Akira Kurosawa,43356,76.86,8.4,28351,8.2,3573
4102,Witness for the Prosecution,Thriller,1957,8.4,Billy Wilder,122716,8.18,8.4,73635,8.5,13992
4103,Ratsasan,Thriller,2018,8.3,Ram Kumar,39989,76.86,8.0,16886,7.2,1020
4104,Drishyam,Thriller,2013,8.3,Jeethu Joseph,40625,76.86,8.1,23236,7.4,1491
4105,Reservoir Dogs,Thriller,1992,8.3,Quentin Tarantino,995059,2.83,8.3,614251,8.1,88499
4106,North by Northwest,Thriller,1959,8.3,Alfred Hitchcock,322860,13.28,8.3,198545,8.2,35655
4107,Vertigo,Thriller,1958,8.3,Alfred Hitchcock,395930,3.2,8.3,232085,8.2,50479
4108,Double Indemnity,Thriller,1944,8.3,Billy Wilder,154975,5.72,8.3,94627,8.1,18620
4109,M - Eine Stadt sucht einen Mörder,Thriller,1931,8.3,Fritz Lang,155801,0.03,8.3,97603,8.2,17027
4110,Tumbbad,Thriller,2018,8.2,Rahi Anil Barve,42472,76.86,8.1,20435,7.5,1403
4111,Andhadhun,Thriller,2018,8.2,Sriram Raghavan,89928,1.37,8.1,47379,7.9,5128
4112,K.G.F: Chapter 1,Thriller,2018,8.2,Prashanth Neel,77577,76.86,7.8,26164,7.2,759
4113,Vikram Vedha,Thriller,2017,8.2,Gayatri,37700,76.86,8.0,19218,7.3,917
4114,Drishyam,Thriller,2015,8.2,Nishikant Kamat,80125,0.74,8.1,45894,7.8,3823
4115,Gangs of Wasseypur,Thriller,2012,8.2,Anurag Kashyap,94161,76.86,8.1,58227,6.9,3089
4116,Paan Singh Tomar,Thriller,2012,8.2,Tigmanshu Dhulia,36060,0.04,8.1,24706,7.7,1018
4117,El secreto de sus ojos,Thriller,2009,8.2,Juan José Campanella,207182,6.39,8.2,130542,8.2,29835
4118,Shutter Island,Thriller,2010,8.2,Martin Scorsese,1266581,128.01,8.1,708411,8.2,170366
4119,Kimetsu no Yaiba: Mugen Ressha-Hen,Thriller,2020,8.2,Haruo Sotozaki,53509,47.7,8.0,18188,8.2,2402
4120,Article 15,Thriller,2019,8.2,Anubhav Sinha,32896,76.86,8.0,15903,8.2,1109
4121,No Country for Old Men,Thriller,2007,8.2,Ethan Coen,946924,74.28,8.2,600405,7.7,84396
4122,V for Vendetta,Thriller,2005,8.2,James McTeigue,1102861,70.51,8.2,678884,8.2,142601
4123,Kill Bill: Vol. 1,Thriller,2003,8.2,Quentin Tarantino,1089524,70.1,8.1,646530,8.2,130000
4124,The Sixth Sense,Thriller,1999,8.2,M. Night Shyamalan,973224,293.51,8.2,565563,8.2,146807
4125,L.A. Confidential,Thriller,1997,8.2,Curtis Hanson,574007,64.62,8.3,374085,8.0,52203
4126,Jurassic Park,Thriller,1993,8.2,Steven Spielberg,958612,402.45,8.2,553757,8.1,108156
4127,Die Hard,Thriller,1988,8.2,John McTiernan,860595,83.01,8.3,547688,7.9,76542
4128,Chinatown,Thriller,1974,8.2,Roman Polanski,321226,8.49,8.2,208625,7.9,28206
4129,Z,Thriller,1969,8.2,Costa-Gavras,28444,0.08,8.2,19816,8.2,2628
4130,The Great Escape,Thriller,1963,8.2,John Sturges,241603,12.1,8.2,160450,8.2,17475
4131,Yôjinbô,Thriller,1961,8.2,Akira Kurosawa,121341,76.86,8.2,79500,7.9,8444
4132,Dial M for Murder,Thriller,1954,8.2,Alfred Hitchcock,173189,0.01,8.2,104534,8.2,22220
4133,Le salaire de la peur,Thriller,1953,8.2,Henri-Georges Clouzot,60403,76.86,8.2,40245,7.8,4526
4134,The Tashkent Files,Thriller,2019,8.1,Vivek Agnihotri,32624,76.86,7.8,9026,7.3,539
4135,Pink,Thriller,2016,8.1,Aniruddha Roy Chowdhury,44456,1.24,8.0,24256,8.0,2758
4136,Talvar,Thriller,2015,8.1,Meghna Gulzar,34907,0.34,8.1,21248,7.8,1619
4137,Ah-ga-ssi,Thriller,2016,8.1,Park Chan-wook,140448,2.01,8.0,73646,8.1,20244
4138,Haider,Thriller,2014,8.1,Vishal Bhardwaj,54681,0.9,8.0,34862,7.9,2976
4139,Logan,Thriller,2017,8.1,James Mangold,735798,226.28,8.0,408875,7.9,62833
4140,Room,Thriller,2015,8.1,Lenny Abrahamson,411806,14.68,8.0,206179,8.3,72668
4141,Relatos salvajes,Thriller,2014,8.1,Damián Szifron,194781,3.11,8.1,115221,8.2,26618
4142,Gone Girl,Thriller,2014,8.1,David Fincher,957234,167.77,8.1,513227,8.1,148870
4143,Kahaani,Thriller,2012,8.1,Sujoy Ghosh,62431,1.04,8.0,40894,8.0,4453
4144,Prisoners,Thriller,2013,8.1,Denis Villeneuve,685506,61.0,8.1,398011,8.0,79396
4145,Mad Max: Fury Road,Thriller,2015,8.1,George Miller,975202,154.06,8.1,561774,7.9,93235
4146,A Wednesday,Thriller,2008,8.1,Neeraj Pandey,78121,76.86,8.0,49985,7.4,3174
4147,Salinui chueok,Thriller,2003,8.1,Bong Joon Ho,175424,0.01,8.1,105989,7.9,13997
4148,Her Sey Çok Güzel Olacak,Thriller,1998,8.1,Ömer Vargi,25354,76.86,8.1,15906,8.0,2177
4149,Amores perros,Thriller,2000,8.1,Alejandro G. Iñárritu,238012,5.38,8.1,151295,8.1,33519
4150,Sarfarosh,Thriller,1999,8.1,John Mathew Matthan,25561,76.86,8.1,17758,7.5,1157
4151,Fargo,Thriller,1996,8.1,Joel Coen,666764,24.61,8.1,412258,8.0,68326
4152,Eskiya,Thriller,1996,8.1,Yavuz Turgul,69680,76.86,8.1,43521,8.3,6024
4153,Blade Runner,Thriller,1982,8.1,Ridley Scott,752923,32.87,8.1,469341,7.8,63470
4154,Sholay,Thriller,1975,8.1,Ramesh Sippy,55221,76.86,8.1,36462,7.3,2346
4155,Jaws,Thriller,1975,8.1,Steven Spielberg,587302,260.0,8.1,361085,7.7,65258
4156,Persona,Thriller,1966,8.1,Ingmar Bergman,116380,76.86,8.0,67332,8.1,16196
4157,Du rififi chez les hommes,Thriller,1955,8.1,Jules Dassin,34104,0.06,8.1,24108,8.0,2855
4158,On the Waterfront,Thriller,1954,8.1,Elia Kazan,153346,9.6,8.1,97122,8.0,14830
4159,Les diaboliques,Thriller,1955,8.1,Henri-Georges Clouzot,65474,1.09,8.1,42242,8.1,7342
4160,The Third Man,Thriller,1949,8.1,Carol Reed,169952,0.45,8.1,107544,8.0,16200
4161,Rebecca,Thriller,1940,8.1,Alfred Hitchcock,135637,4.36,8.0,74399,8.3,24659
4162,Contratiempo,Thriller,2016,8.0,Oriol Paulo,171923,76.86,8.0,89600,8.2,24391
4163,The Blue Elephant,Thriller,2014,8.0,Marwan Hamed,28318,76.86,7.9,18827,7.7,2052
4164,Special Chabbis,Thriller,2013,8.0,Neeraj Pandey,55787,1.08,7.9,34300,7.7,1828
4165,1 - Nenokkadine,Thriller,2014,8.0,Sukumar,45203,76.86,7.8,28409,6.9,1195
4166,Thuppakki,Thriller,2012,8.0,A.R. Murugadoss,33917,76.86,7.7,17195,7.5,602
4167,The Imitation Game,Thriller,2014,8.0,Morten Tyldum,753269,91.13,7.9,411531,8.3,116455
4168,Blade Runner 2049,Thriller,2017,8.0,Denis Villeneuve,545738,92.05,8.0,315516,7.6,43981
4169,Tropa de Elite 2: O Inimigo Agora é Outro,Thriller,2010,8.0,José Padilha,82678,0.1,8.0,65429,8.0,5009
4170,Black Swan,Thriller,2010,8.0,Darren Aronofsky,749926,106.95,8.0,413064,8.0,165127
4171,Tropa de Elite,Thriller,2007,8.0,José Padilha,103251,0.01,8.0,79912,8.0,6625
4172,Blood Diamond,Thriller,2006,8.0,Edward Zwick,539570,57.37,8.0,354925,8.1,61129
4173,The Bourne Ultimatum,Thriller,2007,8.0,Paul Greengrass,629087,227.47,8.0,432610,7.9,59433
4174,Sin City,Thriller,2005,8.0,Frank Miller,761918,74.1,8.1,525926,7.7,84946
4175,Casino Royale,Thriller,2006,8.0,Martin Campbell,647669,167.45,8.0,428619,7.8,58176
4176,Kill Bill: Vol. 2,Thriller,2004,8.0,Quentin Tarantino,740570,66.21,8.0,459519,8.1,83700
4177,Mou gaan dou,Thriller,2002,8.0,Andrew Lau,123887,0.17,8.0,86528,8.1,10432
4178,Donnie Darko,Thriller,2001,8.0,Richard Kelly,787113,1.48,8.0,478757,8.1,114722
4179,Pâfekuto burû,Thriller,1997,8.0,Satoshi Kon,73069,0.78,7.9,39441,8.0,8271
4180,Twelve Monkeys,Thriller,1995,8.0,Terry Gilliam,610655,57.14,8.0,400933,7.9,60762
4181,JFK,Thriller,1991,8.0,Oliver Stone,154136,70.41,8.0,103940,7.8,11685
4182,Akira,Thriller,1988,8.0,Katsuhiro Ôtomo,182378,0.55,7.9,117720,7.7,12150
4183,Dog Day Afternoon,Thriller,1975,8.0,Sidney Lumet,253577,50.0,8.0,174416,8.1,20168
4184,Sleuth,Thriller,1972,8.0,Joseph L. Mankiewicz,47498,4.08,8.0,33486,8.0,5037
4185,What Ever Happened to Baby Jane?,Thriller,1962,8.0,Robert Aldrich,55382,4.05,7.9,31234,8.2,11046
4186,Sanjuro,Thriller,1962,8.0,Akira Kurosawa,37913,76.86,8.0,26096,8.0,2731
4187,Touch of Evil,Thriller,1958,8.0,Orson Welles,103785,2.24,8.0,68786,7.6,8529
4188,The Killing,Thriller,1956,8.0,Stanley Kubrick,88900,76.86,8.0,62714,7.7,5942
4189,The Night of the Hunter,Thriller,1955,8.0,Charles Laughton,88627,0.65,8.0,59695,8.1,9586
4190,High Noon,Thriller,1952,8.0,Fred Zinnemann,103482,9.45,8.0,70950,7.8,8972
4191,Out of the Past,Thriller,1947,8.0,Jacques Tourneur,36905,76.86,8.0,24873,7.9,3739
4192,Roma città aperta,Thriller,1945,8.0,Roberto Rossellini,26361,76.86,8.0,17636,8.0,2760
4193,Bronenosets Potemkin,Thriller,1925,8.0,Sergei Eisenstein,57261,0.05,8.0,38385,7.8,5646
4194,Das Cabinet des Dr. Caligari,Thriller,1920,8.0,Robert Wiene,62930,76.86,8.0,39215,8.1,8302
4195,Knives Out,Thriller,2019,7.9,Rian Johnson,595941,165.36,7.9,278308,7.8,68981
4196,Baby,Thriller,2015,7.9,Neeraj Pandey,57215,76.86,7.8,34199,7.5,1605
4197,Serbuan maut 2: Berandal,Thriller,2014,7.9,Gareth Evans,122179,2.63,7.9,90468,7.7,4252
4198,Vishwaroopam,Thriller,2013,7.9,Kamal Haasan,40078,76.86,7.9,28526,7.1,1143
4199,X-Men: Days of Future Past,Thriller,2014,7.9,Bryan Singer,701454,233.92,7.9,428137,8.1,81549
4200,Nefes: Vatan Sagolsun,Thriller,2009,7.9,Levent Semerci,33599,76.86,7.9,24485,8.1,2202
4201,District 9,Thriller,2009,7.9,Neill Blomkamp,672970,115.65,8.0,474078,7.8,63549
4202,In Bruges,Thriller,2008,7.9,Martin McDonagh,416310,7.76,7.9,285998,7.8,46635
4203,Mystic River,Thriller,2003,7.9,Clint Eastwood,450652,90.14,7.9,294914,7.9,56908
4204,The Bourne Identity,Thriller,2002,7.9,Doug Liman,540260,121.66,7.9,360111,7.7,52314
4205,Nueve reinas,Thriller,2000,7.9,Fabián Bielinsky,52632,1.22,7.9,36017,7.9,5729
4206,Children of Men,Thriller,2006,7.9,Alfonso Cuarón,493882,35.55,7.9,336183,7.6,54115
4207,Mulholland Dr.,Thriller,2001,7.9,David Lynch,349472,7.22,7.9,218475,7.7,43431
4208,Kôkaku Kidôtai,Thriller,1995,7.9,Mamoru Oshii,140950,0.52,7.9,92980,7.7,10427
4209,True Romance,Thriller,1993,7.9,Tony Scott,224088,12.28,7.9,148301,7.8,22319
4210,Carlito's Way,Thriller,1993,7.9,Brian De Palma,215272,36.95,7.9,155508,7.7,12577
4211,The Untouchables,Thriller,1987,7.9,Brian De Palma,304951,76.27,7.9,209795,7.8,20325
4212,All the President's Men,Thriller,1976,7.9,Alan J. Pakula,114014,70.6,7.9,74566,8.0,11519
4213,Le cercle rouge,Thriller,1970,7.9,Jean-Pierre Melville,25219,0.37,7.9,18186,7.8,1559
4214,In the Heat of the Night,Thriller,1967,7.9,Norman Jewison,75497,24.38,7.9,50986,8.0,7116
4215,Charade,Thriller,1963,7.9,Stanley Donen,76423,13.47,7.8,42729,8.0,14580
4216,The Manchurian Candidate,Thriller,1962,7.9,John Frankenheimer,75144,76.86,7.9,51051,8.0,7459
4217,Ascenseur pour l'échafaud,Thriller,1958,7.9,Louis Malle,25238,0.11,7.9,16901,7.9,2710
4218,The Big Heat,Thriller,1953,7.9,Fritz Lang,26602,76.86,7.9,18460,7.8,2469
4219,Strangers on a Train,Thriller,1951,7.9,Alfred Hitchcock,132703,7.63,7.9,85650,8.0,17223
4220,In a Lonely Place,Thriller,1950,7.9,Nicholas Ray,31230,76.86,7.9,20663,7.9,3411
4221,Rope,Thriller,1948,7.9,Alfred Hitchcock,141456,76.86,7.9,90600,8.0,16962
4222,Notorious,Thriller,1946,7.9,Alfred Hitchcock,100282,10.46,7.9,62457,8.1,14729
4223,The Big Sleep,Thriller,1946,7.9,Howard Hawks,85026,6.54,7.9,55546,7.7,10608
4224,Arsenic and Old Lace,Thriller,1943,7.9,Frank Capra,70299,76.86,7.9,40694,8.2,13761
4225,Badla,Thriller,2019,7.8,Sujoy Ghosh,27435,1.86,7.6,14120,7.7,1437
4226,Dunkirk,Thriller,2017,7.8,Christopher Nolan,636856,188.37,7.8,355396,7.9,59235
4227,The Hateful Eight,Thriller,2015,7.8,Quentin Tarantino,582305,54.12,7.8,344337,7.5,49571
4228,Nightcrawler,Thriller,2014,7.8,Dan Gilroy,528304,32.38,7.9,315974,7.6,53015
4229,Captain America: The Winter Soldier,Thriller,2014,7.8,Anthony Russo,822216,259.77,7.7,464134,7.8,88525
4230,Ang-ma-reul bo-at-da,Thriller,2010,7.8,Jee-woon Kim,127145,0.13,7.8,85254,7.6,11536
4231,The Girl with the Dragon Tattoo,Thriller,2011,7.8,David Fincher,457282,102.52,7.8,286465,7.9,72895
4232,Captain Phillips,Thriller,2013,7.8,Paul Greengrass,452999,107.1,7.8,296122,7.9,48913
4233,Madeo,Thriller,2009,7.8,Bong Joon Ho,62674,0.55,7.7,40124,7.7,6516
4234,Chugyeokja,Thriller,2008,7.8,Na Hong-jin,65350,76.86,7.8,45417,7.8,4915
4235,Das weiße Band - Eine deutsche Kindergeschichte,Thriller,2009,7.8,Michael Haneke,73191,2.22,7.7,49186,7.7,10894
4236,Män som hatar kvinnor,Thriller,2009,7.8,Niels Arden Oplev,215996,10.1,7.8,143398,8.0,37243
4237,Skyfall,Thriller,2012,7.8,Sam Mendes,687788,304.36,7.7,449131,7.7,73776
4238,Taken,Thriller,2008,7.8,Pierre Morel,595872,145.0,7.8,408688,7.7,67993
4239,Changeling,Thriller,2008,7.8,Clint Eastwood,253491,35.74,7.8,155475,7.8,52329
4240,Apocalypto,Thriller,2006,7.8,Mel Gibson,309219,50.87,7.8,219061,7.9,30185
4241,Hot Fuzz,Thriller,2007,7.8,Edgar Wright,498123,23.64,7.8,327242,7.9,52499
4242,Serenity,Thriller,2005,7.8,Joss Whedon,294447,25.51,7.7,202714,8.1,35696
4243,Crash,Thriller,2004,7.8,Paul Haggis,434215,54.58,7.8,288489,7.9,62093
4244,Gongdong gyeongbi guyeok JSA,Thriller,2000,7.8,Park Chan-wook,29852,76.86,7.7,21130,7.9,2002
4245,The Insider,Thriller,1999,7.8,Michael Mann,169971,28.97,7.9,118357,7.7,12853
4246,Gattaca,Thriller,1997,7.8,Andrew Niccol,300116,12.34,7.8,191189,7.8,39731
4247,Jûbê ninpûchô,Thriller,1993,7.8,Yoshiaki Kawajiri,37248,76.86,7.8,26753,7.5,2002
4248,The Fugitive,Thriller,1993,7.8,Andrew Davis,290389,183.88,7.8,189971,7.7,25604
4249,Misery,Thriller,1990,7.8,Rob Reiner,204782,61.28,7.8,125136,7.9,29801
4250,Dip huet seung hung,Thriller,1989,7.8,John Woo,48218,76.86,7.7,34830,7.4,2246
4251,Mississippi Burning,Thriller,1988,7.8,Alan Parker,99349,34.6,7.8,67283,7.9,9315
4252,The King of Comedy,Thriller,1982,7.8,Martin Scorsese,101480,2.5,7.8,66830,7.5,6039
4253,Dawn of the Dead,Thriller,1978,7.8,George A. Romero,119328,5.1,7.9,83082,7.5,8957
4254,The Conversation,Thriller,1974,7.8,Francis Ford Coppola,110402,4.42,7.8,76021,7.6,8803
4255,The Day of the Jackal,Thriller,1973,7.8,Fred Zinnemann,40717,16.06,7.8,29239,7.8,2324
4256,Night of the Living Dead,Thriller,1968,7.8,George A. Romero,126496,0.09,7.8,83397,7.7,11871
4257,The Asphalt Jungle,Thriller,1950,7.8,John Huston,26852,76.86,7.8,18487,7.6,2269
4258,To Have and Have Not,Thriller,1944,7.8,Howard Hawks,34410,76.86,7.8,21386,7.9,4696
4259,Gaslight,Thriller,1944,7.8,George Cukor,28469,76.86,7.7,16125,8.0,5521
4260,Shadow of a Doubt,Thriller,1943,7.8,Alfred Hitchcock,64895,76.86,7.8,41804,8.0,8260
4261,The Lady Vanishes,Thriller,1938,7.8,Alfred Hitchcock,52153,76.86,7.7,33325,7.9,7091
4262,Frankenstein,Thriller,1931,7.8,James Whale,71390,76.86,7.8,46845,7.7,7433
4263,Raazi,Thriller,2018,7.7,Meghna Gulzar,30219,76.86,7.7,15579,8.0,2009
4264,Wind River,Thriller,2017,7.7,Taylor Sheridan,245150,33.8,7.7,145956,7.7,25766
4265,Get Out,Thriller,2017,7.7,Jordan Peele,565862,176.04,7.7,290635,7.7,73778
4266,Mission: Impossible - Fallout,Thriller,2018,7.7,Christopher McQuarrie,324446,220.16,7.7,196104,7.5,23472
4267,Kingsman: The Secret Service,Thriller,2014,7.7,Matthew Vaughn,655372,128.26,7.6,372400,7.8,84452
4268,Kokuhaku,Thriller,2010,7.7,Tetsuya Nakashima,38872,76.86,7.6,24964,7.9,6356
4269,Ajeossi,Thriller,2010,7.7,Jeong-beom Lee,68881,0.01,7.7,48239,7.9,5709
4270,Gravity,Thriller,2013,7.7,Alfonso Cuarón,814317,274.09,7.8,505520,7.5,104109
4271,The Trial of the Chicago 7,Thriller,2020,7.7,Aaron Sorkin,172553,76.86,7.7,88657,7.9,19329
4272,Argo,Thriller,2012,7.7,Ben Affleck,607808,136.03,7.7,390137,7.8,77988
4273,Papurika,Thriller,2006,7.7,Satoshi Kon,81495,0.88,7.7,49334,7.8,10513
4274,Ex Machina,Thriller,2014,7.7,Alex Garland,531323,25.44,7.7,322726,7.5,58193
4275,The Last King of Scotland,Thriller,2006,7.7,Kevin Macdonald,185050,17.61,7.6,128316,7.8,22699
4276,Zodiac,Thriller,2007,7.7,David Fincher,527540,33.08,7.7,315338,7.5,62332
4277,Lucky Number Slevin,Thriller,2006,7.7,Paul McGuigan,311304,22.49,7.7,226589,7.8,30175
4278,Zwartboek,Thriller,2006,7.7,Paul Verhoeven,76594,4.4,7.7,53470,7.8,10037
4279,The Bourne Supremacy,Thriller,2004,7.7,Paul Greengrass,458726,176.24,7.7,313031,7.6,40902
4280,The Machinist,Thriller,2004,7.7,Brad Anderson,383756,1.08,7.7,252686,7.7,45859
